"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","CoorX","CoorY","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"308","22_497_A_4",22.497,71,21,52,18.9757972222222,4.43835277777778,3.24306666666667,1425.32093480075,123.787177960363,70.7355302630646,39675,NA,NA,22,22,497,"A","4",0,1997,"","4-1 ",1981,"04","0043",2004,NA,1,1,1,100,100,1,2,1,2,2,5,"","",1,1,1,2,5,4,NA,NA,"0","0",NA,0,NA,390,NA,9.2,NA,2,"2",3,"REJON NO LOCALIZADO EN PINCHAZO DE FOTO AEREA  POR SU DIFICULTAD EN OBSERVARSE EN LA FOTOGRAFIAS Y EN LO POCO INDICATIVO DEL CROQUIS.
22,CRUCE DE CORDENADAS LOCALIZADO POR DISTANCIA DESDE CRUCE DE VIAS DE SACA 125M POR VIA DE SACA Y 50M RUMBO 202.
22,[CLAESP. RESTO DE ESPECIES=10%]
22,[PIESMAY 017-071] ENTRA POR CORRECCION DE PENDIENTE.
22,[PIESMAY 024-071] ENTRA JUSTO POR DISTANCIA REDUCIDA.",25,990,"09/23/04 15:50:29","","09/23/04 17:27:55","",NA,221,100,300,10,392493,26,14,392493,27,13,"T",99,"22.497.A.4","IFN3","22_497",25.75625,21501.8328117151,18092.3802530353,26.6572166666667,1619.84364302418,0,13.2740174672489,11.1692139737991,14.4752446412342,16.125,84.1434328480961,62.6061635525358,673.882178610808,15.4086194260727,28.6786722199165,-0.284231384692847,42.5454590350717,"1997_2007",4.48484848484849,14.7727272727273,9.62878787878788,881.881818771362,44.9279815043689
"309","22_498_A_1",22.498,21,71,31,8.0405625,6.65693819444444,2.60336111111111,226.353696841807,364.287980854783,173.302049144508,39676,NA,NA,22,22,498,"A","1",0,1981,"04","8243",1997,"","4-1 ",2004,NA,1,1,1,100,90,1,3,1,2,2,4,"","",1,1,1,1,6,10,NA,NA,"0","0",NA,0,NA,346,NA,10.5,NA,2,"3",2,"[IDENTIFICACIÓN Y CLASIFICACIÓN] PARCELA ENCONTRADA CON FOTO AEREA, CROQUIS Y PIES MAYORES. SUBPISO FORMADO POR BOJ.
22,[CLAESP. RESTO DE ESPECIES=10%]
22,[PIES MAYORES] A 48 G. Y 12.6 M. NO ENTRA UN PINUS POR DIAMETRO.
 A 331 G. Y 4.8 M. NO ENTRA UN PINUS POR DIAMETQO.
22,
22,[PIESMAY 010-012] ENTRA POR CORRECCION DE PTE.",7,990,"10/07/04 11:52:19","","10/07/04 13:42:33","",NA,221,60,260,10,371746,6,34,371746,7,33,"T",99,"22.498.A.1","IFN3","22_498",25.79375,14101.3047967676,9386.60486590867,19.4588979166667,905.414787367227,0,15.5744140625,10.3671875,16.542090313897,12.0625,66.5655058251088,46.7652047492125,466.650183927622,27.551096128065,51.2783678607327,-0.272066447267311,42.5451698693796,"1997_2007",4.48484848484849,14.7727272727273,9.62878787878788,881.881818771362,44.9279815043689
"310","22_52_A_1",22.52,21,71,65,27.9327978055556,16.2732071111111,2.365525,180.092660049762,215.601896241821,254.647908947033,39703,NA,NA,22,22,52,"A","1",0,1981,"06","0030",1997,"","1-1 ",2004,NA,1,1,1,100,95,1,3,3,3,2,4,"","",1,1,1,1,7,3,NA,NA,"0","0",NA,0,NA,350,NA,16,NA,2,"3",3,"PARCELA ENCONTRADA POR CROQUIS Y PIES DEL IFN2.10% OCUPACION RESTO DE ESPECIES.SUBPISO DE BOJ PRINCIPALMENTE.
22,HAY PIES CON HIEDRA.
22,A 180G Y 28.5M HAY UN PINO QUE SE VA.
22,A 218G HAY UN PINO QUE SE VA.
22,PIES 20 Y 21 DM COMPROBADO Y MEDIDO A 1.5M.
22,PIE 28 DM COMPROBADO.
22,PIE 31 MEDIDO A 1M.
22,PIES 32 Y 37 ENTRAN POR PENDIENTE.
22,PIE 38 DM COMPROBADO.
22,DIFIULTAD PARA VER LOS RUMBOS Y MEDIR LAS ALTURAS DEBIDO A LA ESPESURA Y PENDIENTE.
22,FUERA DE LA PARCELA HAY FRESNO Y SORBUS.
22,",6,990,"09/06/04 12:06:53","","09/06/04 15:00:50","",NA,221,250,154,6,392449,18,22,392449,19,21,"T",99,"22.52.A.1","IFN3","22_52",57.795,16215.6746789669,8640.34502163334,48.9494993611111,669.582529470169,0,24.2175892668498,12.9040777519544,30.5089407617846,21.525,53.2839070386667,37.2437062029587,921.755935475099,17.9537338591952,33.4156639367859,-0.847798565197422,42.800566521571,"1997_2007",4.28030303030303,13.6060606060606,8.94318181818182,996.34545395591,52.5965206647391
"311","22_523_A_1",22.523,21,71,NA,18.4852423611111,9.041075,NA,981.243275809232,367.824757367936,NA,39705,NA,NA,22,22,523,"A","1",0,1981,"05","8285",1997,"","4-4 ",2004,NA,1,1,1,95,90,1,3,1,2,2,5,"","",1,1,1,1,6,4,NA,NA,"0","0",NA,0,NA,175,NA,15,NA,2,"3",3,"ENCONTRADO EL REJON POR PIES DEL IFN2. SUBPISO DE BOJ. A 141G 5,7M NO ENTRA 071 POR DN. A 174G Y 6,4M NO ENTRA 021 POR DN. PIE 21 FORMA CORREGIDA. SE ACABARON LAS PILAS DE LA CAMARA Y NO DISPONIAMOS DE REPUESTO YA QUE NO AVISO EL PILOTO. PIE 9  MEDIDO DIAMETRO A 1,20. PIES 6,13,14,15,20,21 Y 29 ENTRAN POR PENDIENTE. PIES 8,12,15 Y 17 ALTURAS COMPROBADAS. DIAMETROS PIE 12 COMPROBADOS.",12,990,"11/17/04 10:35:59","","11/17/04 13:55:59","",NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",99,"22.523.A.1","IFN3","22_523",34.2676630434783,19215.6251058477,13681.1711147701,27.5263173611111,1349.06803317717,0,14.2436294043624,10.141201761745,16.1180385397711,14.9510869565217,71.1981579543133,43.6303080766028,666.923779106177,18.2100151380044,33.8926571434993,-0.21284555333411,42.5077251515425,"1997_2007",3.83333333333333,14.2045454545455,9.01893939393939,907.645453539762,47.7232423291171
"312","22_54_A_4",22.54,21,71,NA,7.92622111111111,6.64029711111111,NA,95.0685526735588,102.142105699865,NA,39724,NA,NA,22,22,54,"A","4",0,1997,"","1-1 ",1981,"06","0027",2004,NA,1,1,1,90,75,1,2,3,3,2,4,"","",1,1,1,3,2,5,NA,NA,"0","0",NA,0,NA,395,NA,16,NA,2,"3",2,"PARCELA IFN2 NO ENCONTRADA PUES NO NOS COINCIDE NINGUN PIE.ME VOY A COORDENADAS Y A4.10%OCUPACION RESTO DE ESPECIES.PRESENTE VICTOR BARON DE TRAGSATEC.
22,[PIES MAYORES]HAY HAYAS Y PINOS MUERTOS
22,[ESPECIES PRESENTES]FUERA DE LA PARCELA HAY PINO UNCINATA
22,[MATORRAL]NO HAY EN 10 M. FUERA HAY ZARZA",6,990,"09/08/04 12:57:55","","09/08/04 14:07:03","",NA,221,35,313,8,392449,22,18,392449,23,17,"T",99,"22.54.A.4","IFN3","22_54",35.0072580645161,5734.23234919954,2146.68187242348,14.5665182222222,197.210658373424,0,29.0766857962697,10.8852223816356,30.6667495268462,13.5403225806452,37.436255486284,38.6786150337488,273.740087337667,52.5903180797471,97.8816110934753,-0.786700375087177,42.7994013524745,"1997_2007",2.29545454545455,11.8409090909091,7.06818181818182,1153.70908650485,67.5941408871017
"313","22_55_A_1",22.55,21,71,NA,15.0858420277778,3.50260902777778,NA,238.095794865475,219.2801438155,NA,39732,NA,NA,22,22,55,"A","1",0,1981,"06","0027",1997,"","1-1 ",2004,NA,1,1,1,90,80,1,3,4,3,2,4,"","",1,1,1,1,7,6,NA,NA,"0","0",NA,0,NA,5,NA,16.5,NA,2,"2",3,"PARCELA ENCONTRADA POR PIES DEL IFN2.10% OCUPACION RESTO DE ESPECIES.COMPROBADO ESTADO DEL HAYA.SUBPISO DE BOJ PRINCIPALMENTE.
22,PIE 12 HT COMPROBADA,TIENE PARTIDA LA COPA.
22,PNO A 255G CON DM 41.0 Y 41.6CMS SE VA.
22,EL PIE 14 DEL IFN2 ESTA CAIDO MUERTO CASI ENCIMA DEL REJON.
22,PIE 18 HT COMPROBADO Y PUNTA PARTIDA.
22,PIE 19 HT COMPROBADA Y PUNTA PARTIDA.
22,PINO A 399G CON DM 44.9 Y 36.6CMS SE VA
22,",6,990,"09/08/04 15:25:43","","09/08/04 16:39:55","",NA,221,310,142,5,392449,24,16,392449,25,15,"T",99,"22.55.A.1","IFN3","22_55",36.0483050847458,9297.78933411037,3185.29166327606,18.5884510555556,457.375938680976,0,20.328549334983,6.96427466749149,22.7478315469103,11.409604519774,34.2585914652887,31.6508764918385,393.068558059275,40.9819625343568,76.2760269400252,-0.170685533435602,42.6327549581358,"1997_2007",1.56818181818182,11.9772727272727,6.77272727272727,1125.00909042358,67.0737127081812
"314","22_56_A_1",22.56,21,71,576,26.4259288888889,5.20436844444444,1.085764,601.817891478154,273.887973178586,5.09295817894065,39744,NA,NA,22,22,56,"A","1",0,1981,"06","0026",1997,"","1-2 ",2004,NA,1,1,1,100,90,1,2,3,3,2,4,"","",1,1,1,1,6,5,NA,NA,"0","0",NA,0,NA,285,NA,14,NA,3,"3",3,"PARCELA ENCONTRADA POR ACER DEL IFN2.10%OCUPACION RESTO DE ESPECIES.PIE 15 MEDIDO A 1.8M.PIE 17 MEDIDOA 1.2M.
22,PIE 20 FORMA COMPROBADA.
22,PIE 29 DM COMPROBADO,MAL MEDIDO EN IFN2.
22,PIE 35 HT COMPROBADA.
22,",6,990,"09/29/04 12:30:06","","09/29/04 15:57:09","",NA,221,216,350,7,407011,34,6,407011,35,5,"T",99,"22.56.A.1","IFN3","22_56",46.0067010309278,15939.7141547516,6341.08661043243,32.7160613333333,880.79882283568,0,18.0968840346932,7.19924510118856,21.7468922865921,14.8969072164948,39.781683340552,32.3798639821631,704.215408024049,22.6185897950193,42.0979391385642,-0.122378298800666,42.6225463124403,"1997_2007",4.70454545454545,14.8333333333333,9.76893939393939,900.772728053006,45.5650508154807
"315","22_57_A_1",22.57,71,21,NA,31.1006150277778,6.89988211111111,NA,1058.62794591702,39.6118969473162,NA,39756,NA,NA,22,22,57,"A","1",0,1981,"06","0025",1997,"","1-2 ",2004,NA,1,1,1,100,80,1,2,3,3,2,4,"","",1,2,1,1,8,3,NA,NA,"0","0",NA,0,NA,50,NA,11.5,NA,2,"3",2,"PARCELA ENCONTRADA POR CROQUIS Y PIES DEL IFN2.PRESENTE VICTOR BARON DE TRAGSATEC.
22,PIE 6 MEDIDO A 1.2
22,PIE 12 MEDIDO A 1.2M.
22,PIE 21 DM COMPROBAD.
22,PIE 31 DM COMPROBADO.
22,PIE 32 MEDIDO A 1.5M.
22,PIE 33 DM COMPROBADO.
22,PIE 35 DM COMPROBADDO.
22,HAYA A 355G Y 14.8M CON DM 22.3 S 22.4CMS.
22,PINO A 360 G Y 25.0M SE VA AL LATERAL.
22,PIE 37 MEDIDO A 1.2M.
22,HAYA A 387G Y 5.1M SE VA.
22,ROCA CALIZA.PARCELA LEVENTADA CON 20CMS DE NIEVE.",6,990,"11/12/04 13:36:14","","11/12/04 15:27:45","",NA,221,68,346,8,406978,34,6,406978,35,5,"T",99,"22.57.A.1","IFN3","22_57",41.96269035533,20523.2562653967,11784.8930194779,38.0004971388889,1098.23984286434,0,18.6874082184722,10.730709777148,20.9894520368055,13.1218274111675,57.4221403615556,31.2702243351297,829.497818462464,22.9962531606924,42.8008498649648,-0.75004322343844,42.7986866166197,"1997_2007",2.29545454545455,11.8409090909091,7.06818181818182,1153.70908650485,67.5941408871017
"316","22_605_A_1",22.605,21,71,NA,27.754551,11.2723678888889,NA,130.153375684039,114.308616905112,NA,39792,NA,NA,22,22,605,"A","1",0,1981,"03","8304",1997,"","3-2 ",2004,NA,1,1,1,100,90,1,3,2,2,2,4,"","",1,2,1,1,8,3,NA,NA,"0","0",NA,0,NA,19,NA,12.8,NA,2,"3",2,"PARCELA LOCALIZADA A TRAVES DE FOTOGRAFIAS Y PIES MAYORES INFO2. SUBPISO DE BOJ, ACEBO, SERBAL, MAJUELO Y ENEBRO. 
22,10% DEMAS ESPECIES. 
22,EN LA ZONA HAY ACER PLATANOIDES, SORBUS AUCUPARIA, S. LATIFOLIA Y OLMO GLABRA. 
22,AGENTE 200: ARBOLES MUERTOS CAIDOS SOBRE OTROS. CPMPROBADOS DIAMETROS ARBOLES: 3, 4, 8, 9, 11, 13, 17, 18, 20, 22, 23, 25, 27 Y 30. 
22,ARBOLES MEDIDOS CON CINTA: 7, 14 Y 28. 
22,ARBOLES QUE ENTRAN POR CORRECCION DE PENDIENTE: 4 (12,75), 6 (12,0), 7 (5,5), 12 (11,75), 13 (12,0), 14 (12,5) Y 15 (12,5).",5,990,"09/03/04 15:30:12","","09/03/04 17:26:09","",NA,220,20,320,15,406985,26,14,406985,27,13,"T",99,"22.605.A.1","IFN3","22_605",55.4375,10624.137114967,5007.22671626182,39.0269188888889,244.461992589151,0,43.4592592592593,20.4826388888889,45.0849423362497,20.725,47.1306672916312,37.3844419391206,629.851576451447,30.8602746666613,57.4374431160409,-0.0396917396330401,42.5664111786095,"1997_2007",3.68939393939394,13.6893939393939,8.68939393939394,957.754543651234,51.2458855946343
"317","22_61_A_1",22.61,71,21,NA,18.40890275,9.24717044444444,NA,554.849499383479,58.8519611788697,NA,39797,NA,NA,22,22,61,"A","1",0,1981,"06","0027",1997,"","1-3 ",2004,NA,1,1,1,95,75,1,2,4,3,2,4,"","",1,1,1,1,5,10,NA,NA,"0","0",NA,0,NA,75,NA,18,NA,3,"3",2,"PARCELA ENCONTRADA POR PIES DEL IFN2,UBICADA UNOS 80M MAS ARRIBA DEL PINCHAZO.10%OCUPACION RESTO DE ESPECIES.
22,PIE 2 PUNTA PARTIDA POR VIENTO.PIE 16 HT COMPROBADA.
22,PIE 27 DM COMPROBADO.
22,",6,990,"10/06/04 13:20:25","","10/06/04 15:11:17","",NA,221,110,150,5,392480,10,30,392480,11,29,"T",99,"22.61.A.1","IFN3","22_61",40.3796954314721,12951.385575493,6338.46939581269,27.6560731944444,613.701460562348,0,21.1037229137852,10.3282618718303,23.953652167611,14.7893401015228,48.9404732711109,36.6256851209333,573.000609343443,27.2943417681797,50.8004941509229,0.0522821144119613,42.5577315686279,"1997_2007",4.25,14.5,9.375,941.127270698547,48.5743107457315
"318","22_62_A_1",22.62,21,71,NA,20.3802198055556,6.73217847222222,NA,762.246074114784,134.397507499823,NA,39807,NA,NA,22,22,62,"A","1",0,1981,"06","0027",1997,"","1-3 ",2004,NA,1,1,1,100,95,1,3,2,3,2,4,"","",1,2,1,1,6,15,NA,NA,"0","0",NA,0,NA,250,NA,10,NA,2,"3",2,"PARCELA ENCONTRADA POR REFERENCIA DEL IFN2.10%OCUPACION RESTO DE ESPECIES.SUBPISO DE BOJ.
22,PIE 1 DM COMPROBADO.
22,PINO A 15G Y 16M SE VA.
22,PIE 2 MEDIDO A 1.4M.
22,PINO A 128G Y 25.2M SE VA.
22,PIE 15 DM COMPROBADO.
22,PINO A 327G Y 5.1M SE VA.
22,ROCA CALIZA.",6,990,"10/07/04 15:42:24","","10/07/04 17:22:43","",NA,221,18,90,5,392480,14,26,392480,15,25,"T",99,"22.62.A.1","IFN3","22_62",40.9355329949239,14421.5174687155,6777.73703874632,27.1123982777778,896.643581614607,0,16.0838908172925,7.55900915115178,19.6213599591269,12.8604060913706,46.9973915952274,31.4162419552844,607.79390945074,25.9678142238631,48.3315481939753,-0.774803738553181,42.790166074676,"1997_2007",5.15151515151515,14.6060606060606,9.87878787878788,927.536361260848,46.6596035390365
"319","22_63_A_1",22.63,21,71,243,14.0002318888889,3.36930277777778,2.334784,166.935851420832,56.5884242104517,5.09295817894065,39817,NA,NA,22,22,63,"A","1",0,1981,"06","0025",1997,"","1-4 ",2004,NA,1,1,1,85,55,1,2,4,3,2,4,"","",1,2,1,1,5,1,NA,NA,"0","0",NA,0,NA,385,NA,11,NA,2,"3",2,"PARCELA ENCONTRADA POR PIES DEL IFN2.10% OCUPACION RESTO DE ESPECIES.
22,PIE 2 PARTIDO.
22,PIE 3 MEDID A 1.2M.
22,PIE 4 PARTIDO.
22,PIE 5 PARTIDO.
22,PIES 6 Y 7 MEDIDOS A 1.7M,PIE 7 DM COMPROBADO ERROR DE ANOTACION EN IFN2.
22,PIE 8 MAL MEDIDO EN IFN2,LO MEDIMOS A 1.4M.
22,PIE 9 ENTRA POR PENDIENTE.
22,HAY ALGUN PINO CON PERFORADORES.",6,990,"11/03/04 13:11:46","","11/03/04 15:28:56","",NA,221,127,372,8,406978,20,20,406978,21,19,"T",99,"22.63.A.1","IFN3","22_63",38.3639664804469,7267.87767504515,1792.43833686606,19.7043186666667,228.617233810225,0,31.7905940594059,7.84034653465347,33.1269374550156,7.77932960893855,24.6624725539966,20.2776988998347,359.175097677816,85.0165239924129,158.233580662619,-0.750369320689973,42.7896884308146,"1997_2007",5.15151515151515,14.6060606060606,9.87878787878788,927.536361260848,46.6596035390365
"322","22_66_A_1",22.66,71,21,NA,10.5752165833333,9.260906,NA,204.708624581309,248.706124404935,NA,39848,NA,NA,22,22,66,"A","1",0,1981,"06","7923",1997,"","1-4 ",2004,NA,1,1,1,95,75,1,2,2,2,2,4,"","",1,1,1,1,8,1,NA,NA,"0","0",NA,0,NA,370,NA,10.2,NA,1,"1",2,"REJON POR PIES DEL IFN2. POR LA ZONA DE LA PARCELA PREDOMINA EL HAYA EN ESTADO LATIZAL SOBRE EL PINO. PIE 2 MEDIDO A 1.25. A 3.5M. Y 85G. NO 021 POR DIAMETROS. A 162G. Y 5.5M. NO 021 POR DISTANCIA. PIE 6 MEDIDO  A 1.05M. PIE 11 MEDIDO A 1.4 M. PIE 12 DISTANCIA COMPROBADA. A 274 G. Y 4.8 M. NO 021 POR DIAMETROS. HAY ENTRESACAS ANTIGUAS. REGENERACION RAMONEADA Y SENDEROS DE GANADO VACUNO.",22,990,"09/02/04 10:56:10","","09/02/04 12:31:02","",NA,221,120,320,12,392473,8,32,392473,9,31,"T",99,"22.66.A.1","IFN3","22_66",36.7246153846154,9547.37965264359,4385.44725814343,19.8361225833333,453.414748986244,0,21.0566146645866,9.67204368174727,23.6012839261791,13.2774358974359,45.9335170245286,36.1540502422744,413.393472227569,35.3702366162122,65.8314281252761,-0.701502288555921,42.7887175158668,"1997_2007",1.90151515151515,11.7575757575758,6.82954545454545,1138.25454382463,67.6343010510246
"323","22_68_A_1",22.68,71,21,NA,19.0030773888889,4.03181644444444,NA,316.329291336425,38.4801284631071,NA,39873,NA,NA,22,22,68,"A","1",0,1981,"06","0028",1997,"","1-3 ",2004,NA,1,1,1,95,65,1,2,2,3,2,4,"","",1,2,1,1,6,4,NA,NA,"4","0",NA,0,NA,380,NA,11.5,NA,3,"2",2,"PARCELA ENCONTRADA POR HAYAS BIFURCADAS DEL IFN2.10% OCUPACION RESTO DE ESPECIES.HAN ENTRESACADO LA MASA CORTANDO MAS PINOS QUE HAYAS.
22,PIE 15 PARTIDO.
22,ALTURAS INFERIORES COMPROBADAS.
22,QUEDAN RESTO DE LAS CORTAS EN EL MONTE.
22,[CLAESP. RESTO DE ESPECIES=10%]",6,990,"09/15/04 11:58:03","","09/15/04 13:45:18","",NA,221,345,160,7,392449,36,4,392449,37,3,"T",99,"22.68.A.1","IFN3","22_68",38.0742937853107,9699.48226336826,6404.60711660866,23.0348938333333,354.809419799532,0,27.3371610845295,18.0508373205742,28.7508438611334,23.3531073446328,66.0304018575996,61.3356283804337,444.053844276653,22.7330524381927,42.31097812241,-0.799557629892484,42.7816400096639,"1997_2007",5.78030303030303,15.2272727272727,10.5037878787879,888.281818563288,43.3228154629056
"325","22_70_A_4",22.7,21,71,NA,14.6859420555556,9.33783566666667,NA,666.470166138595,67.906109052542,NA,39897,NA,NA,22,22,70,"A","4",0,1997,"","1-4 ",1981,"06","7923",2004,NA,1,1,1,90,80,1,2,4,2,2,5,"","",1,1,1,2,7,0,NA,NA,"0","0",NA,0,NA,265,NA,14.5,NA,2,"3",3,"PARCELA A4. REJON NO ENCONTRADO POR LA HOMOGENEIDAD DE LA MASA. DEJO UN 10% AL RESTO DE ESPECIES.
22,A 5.7M. Y 340G. NO 021 POR DIAMETRO.
22,A 366G. Y 7.9M. NO 021 POR DIAMETROS.HAY ENTRESACAS ANTIGUAS.",22,990,"09/01/04 15:26:05","","09/01/04 17:06:43","",NA,221,265,65,10,392473,6,34,392473,7,33,"T",99,"22.70.A.4","IFN3","22_70",40.4569832402235,12646.0556591125,5782.4598337329,24.0237777222222,734.376275191137,0,17.2201309959545,7.87397418609131,20.4087492947264,11.4508379888268,45.7254023673868,28.3037366400619,530.249455605366,32.2257779902024,59.9789311720557,-0.71405006568901,42.7799642230495,"1997_2007",5.18939393939394,14.6893939393939,9.93939393939394,919.018185528842,46.0905776936957
"326","22_763_A_4",22.763,21,71,52,20.3819682222222,18.64189375,3.28220625,94.5026684314543,1687.04239677409,77.809083289371,39964,NA,NA,22,22,763,"A","4",0,1997,"","4-1 ",1981,"03","8497",2004,NA,1,1,1,100,95,1,2,2,2,1,5,"","",1,2,1,1,8,4,NA,NA,"0","0",NA,0,NA,370,NA,12,NA,3,"3",3,"[IDENTIFICACIÓN Y CLASIFICACIÓN] REJON NO ENCONTRADO POR FALTA DE REFERENCIAS DEL IFN2. CONSIDERO QUE LA PARCELA ESTA MAL PINCHADA.
22,[CLAESP. RESTO DE ESPECIES=10%]
22,[PIESMAY 005-071] ENTRA POR PENDIENTE.
22,[PIESMAY 006-071] ENTRA POR PENDIENTE.
22,[PIESMAY 007-071] ENTRA POR PENDIENTE.
22,[PIESMAY 008-071] ENTRA POR PENDIENTE.
22,[PIESMAY 010-021] DIAMETROS MEDIDOS CON CINTA.
22,[PIESMAY 013-021] DIAMETROS MEDIDOS CON CINTA.
22,[PIESMAY 022-021] ENTRA POR PENDIENTE.
22,[PIESMAY 025-052] ENTRA POR PENDIENTE.
22,[PIESMAY 037-071] ENTRA POR PENDIENTE.
22,[PIESMAY 041-071] DIAMETROS COMPROBADOS.
22,[PIESMAY 042-021] ENTRA POR PENDIENTE.
22,[PIESMAY 043-071] ENTRA POR PENDIENTE.
22,[PIESMAY 044-071] ENTRA POR PENDIENTE.
22,[PIESMAY 045-021] ENTRA POR PENDIENTE.
22,[MATORRAL] NO HAY MATORRAL EN 10 MTS.  EN LOS ALREDEDORES HAY PINO UNCINATA Y GUILLOMO.",8,990,"10/21/04 10:28:19","","10/21/04 12:50:58","",NA,220,75,288,9,407026,18,22,407026,19,21,"T",99,"22.763.A.4","IFN3","22_763",48.5565104166667,26233.1768128449,23645.9682050491,42.3060682222222,1859.35414849492,0,14.1087575135053,12.717301985848,17.0206183401164,19.1484375,90.137646590599,39.4353657947945,1003.1914298943,12.1111560466458,22.5414013327047,0.331742484041337,42.5735899973135,"1997_2007",2.12121212121212,12.1060606060606,7.11363636363636,1051.44545381719,61.4390437821468
"327","22_78_A_1",22.78,21,71,578,19.9510416666667,11.1045534722222,3.920275,162.974661726101,647.230101907041,286.478897565412,39982,NA,NA,22,22,78,"A","1",0,1981,"07","0099",1997,"","1-3 ",2004,NA,1,1,1,100,95,1,3,2,3,2,4,"","",1,2,1,1,7,5,NA,NA,"0","0",NA,0,NA,315,NA,13,NA,2,"2",3,"PARCELA ENCONTRADA POR PIES DEL IFN2.10% OCUPACION RESTO DE ESPECIES.SUBPISO DE BOJ PRINCIPALMENTE.
22,PIE 2 FORMA COMPROBADA.PIE 3 FORMA Y HT COMPROBADAS TIENE LA COPA PARTIDA.
22,HAYA A 135G Y 8.4M CON DM 12.8 Y 12.0CMS.
22,PIE 22 PUNTA PARTIDA.
22,PIE 27 DM COMPROBADO.
22,ROCA CALIZA.LLUVIA DURANTE APEO.",6,990,"10/19/04 14:37:14","","10/19/04 17:00:53","",NA,221,316,120,7,392480,30,10,392480,31,9,"T",99,"22.78.A.1","IFN3","22_78",41.6007978723404,23972.4551185313,13309.3851677074,40.2662638888889,1460.97164205334,0,16.4085697685678,9.10995448823472,18.7328921985112,13.4521276595745,55.5194914409037,32.3362251388898,919.345661067011,19.448590261971,36.1979052009521,0.186512743889456,42.552104253916,"1997_2007",6.38636363636364,16.3787878787879,11.3825757575758,819.118182008917,38.3077413729591
"341","22_94_A_4",22.94,71,21,31,26.6528256944444,16.1579006666667,3.394451,1563.25521881373,202.728029733943,24.3330224104942,40159,NA,NA,22,22,94,"A","4",0,1997,"","4-2 ",1981,"07","8108",2004,NA,1,1,1,100,90,1,2,4,2,2,4,"","",1,1,1,1,8,2,NA,NA,"0","0",NA,0,NA,30,145,15.5,16,3,"3",3,"PARCELA A4. POR LA ZONA DEL PINCHAZO NO SE ENCUENTRAN LOS PIES MEDIDOS EN EL IFN2. POR LA ZONA ABUNDA MAS EL HAYA QUE EL PINO. A 15.5 M. Y 7 G. NO 071 POR DIAMETROS. A 63 G. Y 15.2 M. REDUCIDA NO 021 POR PENDIENTE. A 210 G. Y 15 M. NO 021 POR DISTANCIA LATERAL. A 201 G. Y 6.2 NO 071 POR DIAMETROS. PIE 29 MEDIDO A 1.45 M. A 283 G. Y 12 M. NO 021 POR PENDIENTE.
22,EL PIE 7 ESP 031 ESTA BIFURCADO A 10M.
22,PIES 1, 7, 14 Y 33 ENTRAN POR PENDIENTE.
22,SE HA PODADO EL BOJ DE ALREDEDOR DEL CENTRO PARCELA PARA EL LEVANTAMIENTO.
22,LA PENDIENTE GENERAL DE LA PARCELA SON UNOS 95 G., PERO ESTA SITUADA ENCIMA DE UNA PLATAFORMA ROCOSA. PARCELA DE MUY DIFICIL LEVANTAMIENTO POR SU UBICACION.
22,",22,990,"09/29/04 14:24:04","","09/29/04 17:34:36","",NA,221,295,95,11,392470,24,16,392470,25,15,"T",99,"22.94.A.4","IFN3","22_94",39.4987179487179,29184.9846378286,19212.0105202512,46.6052336111111,1822.14725957654,0,16.0168090062112,10.5436102484472,18.0459881490706,16.6784615384615,65.8284071712317,42.2253237690285,1079.893010272,14.0459874523126,26.1425283480185,-0.519710135676995,42.7489041521346,"1997_2007",2.95454545454545,12.6742424242424,7.81439393939394,1043.33636249195,58.5670422491763
